Price	EngineV	Model	Year	Engine Type	Mileage	Body	﻿Brand
3900	2	190	1990	Petrol	375	sedan	Mercedes-Benz
12650	1	Up	2014	Petrol	11	hatch	Volkswagen
5600	1.4	Golf IV	2000	Petrol	235	vagon	Volkswagen
19600	1.8	B 180	2013	Diesel	127	vagon	Mercedes-Benz
28900	2.5	Camry	2015	Petrol	15	sedan	Toyota
10900	2	Passat B6	2006	Petrol	273	sedan	Volkswagen
11500	1.8	Passat B6	2008	Petrol	169	sedan	Volkswagen
9950	3.5	Pajero Wagon	2000	Gas	275	crossover	Mitsubishi
23800	2.2	E-Class	2010	Diesel	195	sedan	Mercedes-Benz
8750	1.6	Logan	2012	Petrol	46	vagon	Renault
19900	1.6	Corolla	2014	Petrol	28	sedan	Toyota
6000	1.8	A4	1995	Petrol	226	sedan	Audi
12900	1.6	Passat B6	2010	Diesel	136	sedan	Volkswagen
8999	4.5	745	2002	Petrol	221	sedan	BMW
8700	2.5	T4 (Transporter)	2001	Diesel	244	van	Volkswagen
19800	2	Rav 4	2013	Petrol	44	crossover	Toyota
9000	1.6	Polo	2013	Petrol	51	sedan	Volkswagen
21000	2	Passat B7	2013	Diesel	58	vagon	Volkswagen
2100	2.5	A4	1998	Diesel	275	vagon	Audi
5000	2.3	Vito	1998	Diesel	400	van	Mercedes-Benz
9500	1.6	Corolla	2008	Other	90	other	Toyota
34500	2	Multivan	2013	Diesel	167	van	Volkswagen
NA	3	S 350	2015	Diesel	22	other	Mercedes-Benz
9800	1.6	Auris	2008	Gas	98	hatch	Toyota
10399	1.8	A4	2004	Gas	293	sedan	Audi
42000	2.2	CLA 220	2014	Diesel	38	sedan	Mercedes-Benz
14500	1.2	A1	2011	Petrol	60	hatch	Audi
13621.43	1.3	Corolla	2015	Petrol	0	sedan	Toyota
3300	3	530	2000	Diesel	250	sedan	BMW
34899.14	2	Passat B8	2016	Petrol	0	vagon	Volkswagen
4500	2.3	Vito	1998	Diesel	180	van	Mercedes-Benz
1800	1.9	Golf III	1996	Diesel	280	vagon	Volkswagen
12999	2.4	Outlander XL	2007	Gas	140	crossover	Mitsubishi
8800	1.9	T5 (Transporter)	2003	Diesel	240	van	Volkswagen
22000	4.2	Q7	2007	Petrol	152	crossover	Audi
NA	3	GLE-Class	2016	Diesel	0	crossover	Mercedes-Benz
159999	3	S 400	2016	Petrol	0	other	Mercedes-Benz
35555	3.5	Highlander	2013	Petrol	40	crossover	Toyota
2600	1.9	Passat B5	1999	Petrol	330	sedan	Volkswagen
11818.95	1.6	Polo	2014	Petrol	1	sedan	Volkswagen
8000	1.9	Trafic	2003	Diesel	207	van	Renault
52055.25	2	Q5	2016	Diesel	0	crossover	Audi
5300	2.5	A4	2002	Diesel	182	other	Audi
1800	1.9	Kangoo	2004	Diesel	123	van	Renault
8500	1.9	Caddy	2005	Diesel	216	van	Volkswagen
99999	5	G 500	2013	Petrol	30	crossover	Mercedes-Benz
23000	4	Land Cruiser Prado	2006	Gas	233	crossover	Toyota
11900	2	A4	2007	Petrol	131	sedan	Audi
6999	2.6	C-Class	2001	Gas	200	sedan	Mercedes-Benz
9999	3	Camry	2005	Gas	345	sedan	Toyota
8999	2.7	A6 Allroad	2003	Petrol	200	vagon	Audi
10800	2	Trafic	2008	Diesel	206	other	Renault
7777	2.8	E-Class	1980	Petrol	230	other	Mercedes-Benz
11500	2.2	Vito	2010	Diesel	200	van	Mercedes-Benz
2300	1.8	Galant	1991	Petrol	420	sedan	Mitsubishi
2000	2.5	A6	1998	Other	310	vagon	Audi
28900	2	Tiguan	2016	Petrol	1	crossover	Volkswagen
7700	3	E-Class	1999	Diesel	285	sedan	Mercedes-Benz
20996.24	1.5	Captur	2016	Diesel	0	crossover	Renault
8600	1.6	Corolla	2008	Petrol	126	sedan	Toyota
11000	1.8	Avensis	2008	Petrol	156	sedan	Toyota
11200	3.2	Passat B6	2006	Petrol	260	sedan	Volkswagen
5000	3	530	2000	Diesel	270	sedan	BMW
14900	2	520	2008	Diesel	221	vagon	BMW
9500	2.9	Sprinter 312	1998	Diesel	280	other	Mercedes-Benz
7700	2.8	Passat B5	2004	Petrol	220	sedan	Volkswagen
14699	NA	Camry	2006	Petrol	155	sedan	Toyota
21900	2.5	Camry	2012	Petrol	88	sedan	Toyota
77500	3	X6	2016	Petrol	1	crossover	BMW
8000	2.2	Vito	2004	Diesel	245	other	Mercedes-Benz
2199	2.2	Vito	2000	Diesel	396	van	Mercedes-Benz
41900	6.3	S 63 AMG	2011	Petrol	95	sedan	Mercedes-Benz
9000	NA	Lancer	2007	Other	158	sedan	Mitsubishi
20300	1.8	E-Class	2011	Gas	198	sedan	Mercedes-Benz
14300	2.4	Camry	2008	Petrol	71	sedan	Toyota
83000	3	GL 350	2013	Diesel	70	crossover	Mercedes-Benz
6500	2	520	1998	Gas	311	sedan	BMW
8500	2.2	Vito	2004	Diesel	281	van	Mercedes-Benz
5400	1.5	Megane	2010	Diesel	181	vagon	Renault
16800	4	Land Cruiser Prado	2004	Gas	238	crossover	Toyota
22900	2	Rav 4	2012	Petrol	34	crossover	Toyota
21300	3.2	ML 320	2007	Diesel	143	crossover	Mercedes-Benz
16999	2.5	325	2008	Petrol	90	other	BMW
15700	1.8	Passat B7	2011	Petrol	110	sedan	Volkswagen
5300	2.2	Vito	2000	Diesel	244	van	Mercedes-Benz
16500	3.7	S 350	2004	Petrol	280	sedan	Mercedes-Benz
8999	1.9	316	2001	Petrol	250	sedan	BMW
14850	1.6	Auris	2013	Petrol	51	hatch	Toyota
24100	3	X1	2011	Petrol	112	vagon	BMW
66500	2	X5	2016	Diesel	1	crossover	BMW
24500	4.8	X5	2007	Petrol	195	crossover	BMW
23499	4	Land Cruiser Prado	2008	Gas	174	crossover	Toyota
14500	2	Passat B6	2009	Diesel	229	vagon	Volkswagen
13300.95	1.5	Logan	2016	Diesel	0	vagon	Renault
1852.5	1.8	80	1985	Petrol	150	sedan	Audi
8777	20	Lancer X	2007	Petrol	180	sedan	Mitsubishi
8500	2.2	523	2002	Petrol	245	sedan	BMW
NA	4.4	X5 M	2016	Petrol	4	crossover	BMW
21500	1.8	E-Class	2012	Gas	146	sedan	Mercedes-Benz
10000	2	Passat B6	2005	Petrol	174	sedan	Volkswagen
4500	2.3	230	1991	Petrol	356	other	Mercedes-Benz
21900	2	T6 (Transporter)	2011	Diesel	166	van	Volkswagen
102800	2.2	V 250	2016	Diesel	0	van	Mercedes-Benz
7750	1.5	Kangoo	2014	Diesel	70	van	Renault
9750	1.9	Caddy	2010	Diesel	253	van	Volkswagen
10500	NA	Corolla	2010	Petrol	82	sedan	Toyota
3100	1.9	Laguna	2003	Diesel	150	vagon	Renault
1900	1.8	318	1994	Gas	200	sedan	BMW
14300	3	530	2005	Diesel	217	sedan	BMW
4300	1.5	Kangoo	2003	Diesel	1	van	Renault
17000	3	Q7	2013	Diesel	127	crossover	Audi
17999	2	Rav 4	2009	Petrol	35	crossover	Toyota
99000	3	GLS 350	2016	Diesel	0	crossover	Mercedes-Benz
3100	1.6	A3	2001	Petrol	114	hatch	Audi
6999	1.5	Lancer X	2007	Petrol	113	sedan	Mitsubishi
13900	3.5	Camry	2008	Gas	102	sedan	Toyota
68500	3	GL 350	2014	Diesel	68	crossover	Mercedes-Benz
11800	2.2	Vito	2010	Diesel	148	van	Mercedes-Benz
115555	3	G 350	2015	Diesel	39	crossover	Mercedes-Benz
21000	4.2	A8	2009	Petrol	210	sedan	Audi
3150	1.7	A 170	2001	Other	220	vagon	Mercedes-Benz
NA	1.6	Caddy	2012	Diesel	158	van	Volkswagen
1950	1.8	A4	1999	Petrol	300	vagon	Audi
12500	2.5	Pajero Sport	2007	Diesel	120	crossover	Mitsubishi
5999	NA	L 400	1999	Diesel	258	van	Mitsubishi
3100	1.9	Passat B5	2001	Diesel	232	sedan	Volkswagen
19800	4.2	Land Cruiser 100	2002	Diesel	252	crossover	Toyota
4200	2.5	A6	2003	Diesel	236	sedan	Audi
2100	1.9	A4	2000	Diesel	230	vagon	Audi
32500	3	530	2012	Diesel	162	vagon	BMW
15500	2	A6	2007	Diesel	180	vagon	Audi
11500	2.6	E-Class	2003	Gas	224	sedan	Mercedes-Benz
3000	1.8	80	1988	Petrol	265	sedan	Audi
4550	2.8	528	1997	Petrol	200	sedan	BMW
18777	4.4	545	2005	Petrol	134	sedan	BMW
19700	3.6	Q7	2007	Petrol	172	crossover	Audi
10950	1.5	Megane	2011	Diesel	180	vagon	Renault
9600	1.9	Caddy	2010	Diesel	128	other	Volkswagen
6700	1.4	Sandero	2010	Petrol	96	hatch	Renault
2411	1.6	80	1987	Other	240	sedan	Audi
23500	2	X1	2010	Petrol	74	crossover	BMW
9000	2	Passat B6	2010	Petrol	59	sedan	Volkswagen
38764	2	Passat CC	2014	Diesel	0	sedan	Volkswagen
5500	2.4	T4 (Transporter) 	1999	Diesel	380	van	Volkswagen
11800	2.2	E-Class	2004	Diesel	150	sedan	Mercedes-Benz
52500	3	Land Cruiser Prado	2014	Other	43	crossover	Toyota
31500	2	A6	2013	Petrol	80	sedan	Audi
22800	2	Amarok	2011	Diesel	161	other	Volkswagen
21000	2.5	325	2006	Petrol	130	other	BMW
9200	2.8	E-Class	1997	Petrol	172	sedan	Mercedes-Benz
9900	2.7	E-Class	2001	Diesel	320	sedan	Mercedes-Benz
1500	1.8	Jetta	1988	Petrol	265	sedan	Volkswagen
2850	5	750	1988	Gas	386	sedan	BMW
19999	2	Eos	2012	Diesel	48	other	Volkswagen
7000	NA	728	1997	Petrol	338	sedan	BMW
11250	1.4	Golf VI	2010	Petrol	159	other	Volkswagen
46000	2.4	Pajero Sport	2016	Diesel	0	crossover	Mitsubishi
18300	2.2	T5 (Transporter) 	2013	Diesel	1	van	Volkswagen
42900	2	520	2016	Petrol	2	sedan	BMW
18400	3	X5	2006	Diesel	256	crossover	BMW
12900	2	318	2007	Petrol	121	sedan	BMW
37600	4.7	Land Cruiser 200	2008	Petrol	126	crossover	Toyota
46000	2	520	2016	Petrol	5	sedan	BMW
3200	1.9	Caddy	1999	Diesel	650	other	Volkswagen
6500	2	520	1998	Gas	377	vagon	BMW
55555	2	Multivan	2013	Diesel	53	van	Volkswagen
6900	1.6	Lancer	2007	Gas	190	sedan	Mitsubishi
104000	5.5	ML 63 AMG	2015	Petrol	16	crossover	Mercedes-Benz
5200	1.6	Space Star	2003	Petrol	200	van	Mitsubishi
8400	2	Lancer	2007	Petrol	147	sedan	Mitsubishi
1450	1.8	Golf III	1992	Gas	200	hatch	Volkswagen
13700	2	T5 (Transporter) 	2013	Diesel	103	other	Volkswagen
18950	1.8	Avensis	2014	Petrol	45	sedan	Toyota
13000	2.2	Sprinter 313	2012	Diesel	247	other	Mercedes-Benz
19800	2	Outlander	2013	Gas	67	crossover	Mitsubishi
22500	2.2	E-Class	2012	Diesel	213	sedan	Mercedes-Benz
19500	6	760	2004	Petrol	190	sedan	BMW
NA	1.8	Passat B6	2008	Other	67	other	Volkswagen
6100	3.2	E-Class	2004	Diesel	300	sedan	Mercedes-Benz
19000	1.8	Passat B7	2012	Petrol	109	sedan	Volkswagen
3799	2.2	Vito	2000	Diesel	350	van	Mercedes-Benz
8900	2.5	525	2001	Diesel	250	sedan	BMW
8000	1.9	T5 (Transporter)	2004	Diesel	350	van	Volkswagen
4500	3	330	2000	Diesel	300	sedan	BMW
2600	2.4	LT	1988	Diesel	10	van	Volkswagen
31669	NA	B-Class Electric Drive	2015	Other	2	hatch	Mercedes-Benz
4300	2.5	525	2002	Diesel	240	sedan	BMW
82555	3	GL 350	2014	Diesel	69	crossover	Mercedes-Benz
31000	NA	I3	2015	Other	15	vagon	BMW
10000	2.5	Master	2008	Diesel	214	other	Renault
56000	3	Q7	2014	Diesel	44	crossover	Audi
21700	3	730	2007	Diesel	259	sedan	BMW
89999	4.4	X6 M	2015	Petrol	17	crossover	BMW
9200	2	Lancer X	2010	Petrol	92	sedan	Mitsubishi
21700	3	A6	2009	Petrol	167	sedan	Audi
27300	5.46	ML 550	2009	Petrol	149	crossover	Mercedes-Benz
15200	2.5	T5 (Transporter)	2009	Diesel	132	van	Volkswagen
9800	1.2	Caddy	2013	Petrol	86	van	Volkswagen
14500	3	E-Class	2006	Diesel	178	vagon	Mercedes-Benz
7800	1.5	Megane	2008	Diesel	120	vagon	Renault
15250	2.2	E-Class	2006	Diesel	210	sedan	Mercedes-Benz
13500	2.4	A6	2005	Petrol	196	sedan	Audi
23333	4.2	Q7	2007	Petrol	150	other	Audi
18800	1.8	CLC 180	2008	Petrol	90	other	Mercedes-Benz
6700	1.6	Lancer	2005	Petrol	193	sedan	Mitsubishi
8200	2	Rav 4	2003	Gas	212	crossover	Toyota
1650	1.8	Passat B4	1998	Petrol	210	sedan	Volkswagen
49500	3	Q7	2013	Diesel	44	crossover	Audi
22900	2	Jetta	2013	Petrol	48	sedan	Volkswagen
10300	1.9	Caddy	2008	Diesel	110	hatch	Volkswagen
12500	2.4	Camry	2007	Petrol	175	sedan	Toyota
6800	1.6	Lancer	2004	Petrol	170	sedan	Mitsubishi
33500	1.5	318	2015	Petrol	1	sedan	BMW
20711.25	1.6	Auris	2016	Petrol	0	vagon	Toyota
1499	2	Passat B4	1995	Gas	220	sedan	Volkswagen
18900	2	Golf GTI	2012	Petrol	56	hatch	Volkswagen
67500	2	X5	2016	Diesel	1	crossover	BMW
52000	2	X1	2015	Diesel	7	crossover	BMW
17777	2	T5 (Transporter)	2010	Diesel	250	van	Volkswagen
33333	4	FJ Cruiser	2009	Gas	73	vagon	Toyota
3200	2.3	E-Class	1985	Gas	390	sedan	Mercedes-Benz
88888	3	Q7	2015	Diesel	0	crossover	Audi
7450	1.9	Trafic	2004	Other	208	other	Renault
31990	4.7	GL 450	2010	Petrol	95	crossover	Mercedes-Benz
14200	3	530	2004	Petrol	263	sedan	BMW
6300	1.5	Scenic	2005	Diesel	202	vagon	Renault
4350	1.5	Kangoo	2004	Diesel	188	van	Renault
11100	1.5	Megane	2012	Diesel	155	vagon	Renault
6300	2.8	Passat B4	1995	Gas	132	vagon	Volkswagen
3300	1.5	Kangoo	2005	Diesel	256	van	Renault
7450	2	C-Class	2000	Gas	300	sedan	Mercedes-Benz
1850	1.6	Carisma	1997	Petrol	145	sedan	Mitsubishi
14000	2.2	Sprinter 313	2005	Diesel	360	other	Mercedes-Benz
12850	2.3	Master	2012	Diesel	226	other	Renault
18300	1.6	Auris	2014	Petrol	30	hatch	Toyota
14700	1.4	Passat B7	2012	Gas	97	sedan	Volkswagen
3000	2.8	Passat B5	2002	Gas	250	sedan	Volkswagen
12999	4	S 400	2003	Diesel	247	sedan	Mercedes-Benz
11850	2.2	Vito	2011	Diesel	177	van	Mercedes-Benz
19500	1.8	Passat B7	2013	Petrol	128	sedan	Volkswagen
20200	2	E-Class	2010	Petrol	69	sedan	Mercedes-Benz
5899	NA	Megane	2012	Diesel	189	vagon	Renault
12000	3.2	Passat B6	2006	Petrol	186	sedan	Volkswagen
17800	1.8	B 180	2012	Diesel	162	van	Mercedes-Benz
16800	2.7	Land Cruiser Prado	2005	Petrol	154	crossover	Toyota
10600	2.2	Sprinter 313	2006	Diesel	250	van	Mercedes-Benz
114999	3	GLS 350	2016	Diesel	0	crossover	Mercedes-Benz
4700	1.5	Kangoo	2003	Diesel	124	hatch	Renault
20000	5	ML 500	2002	Gas	251	crossover	Mercedes-Benz
104999	3	GLE-Class	2016	Diesel	1	crossover	Mercedes-Benz
9000	4	S 400	2002	Diesel	198	sedan	Mercedes-Benz
36300	3.5	X6	2010	Petrol	83	crossover	BMW
19400	2	Rav 4	2011	Petrol	88	crossover	Toyota
7700	2	C-Class	2001	Petrol	230	sedan	Mercedes-Benz
17500	2.5	L 200	2011	Diesel	69	other	Mitsubishi
31000	2	520	2012	Petrol	100	sedan	BMW
33715.5	2.7	Land Cruiser Prado	2015	Petrol	1	crossover	Toyota
13500	3	530	2003	Diesel	233	sedan	BMW
4900	2	Trafic	2007	Diesel	150	van	Renault
7700	2.2	Vito	2002	Diesel	340	sedan	Mercedes-Benz
10900	1.5	Megane	2012	Diesel	175	vagon	Renault
2200	2.5	525	1999	Diesel	303	sedan	BMW
7200	3	530	2004	Diesel	270	sedan	BMW
20500	NA	325	2008	Other	114	other	BMW
9150	1.6	Auris	2008	Petrol	87	hatch	Toyota
5900	2.8	328	1989	Petrol	10	sedan	BMW
4800	1.6	Carisma	2001	Gas	206	hatch	Mitsubishi
1500	1.8	Passat B4	1996	Gas	200	vagon	Volkswagen
9500	1.2	Polo	2011	Diesel	62	hatch	Volkswagen
3500	2.3	Vito	1997	Diesel	395	van	Mercedes-Benz
3650	1.8	Vento	1996	Petrol	300	sedan	Volkswagen
63000	3	GL 350	2013	Diesel	160	crossover	Mercedes-Benz
6600	1.9	Caddy	2008	Diesel	240	van	Volkswagen
36000	NA	Land Cruiser 200	2009	Other	940	crossover	Toyota
10200	1.8	Avensis	2007	Petrol	185	sedan	Toyota
19995	1.4	Scirocco	2013	Petrol	68	hatch	Volkswagen
9800	1.5	Lancer X	2011	Petrol	56	sedan	Mitsubishi
11200	6	S 600	2004	Petrol	198	sedan	Mercedes-Benz
18000	2.5	Touareg	2006	Diesel	117	crossover	Volkswagen
28500	2	Outlander	2016	Petrol	0	crossover	Mitsubishi
9800	2	Lancer X	2009	Petrol	81	sedan	Mitsubishi
33000	NA	328	2012	Petrol	60	sedan	BMW
3900	2.5	A6	2003	Diesel	247	sedan	Audi
22711.65	2	Outlander	2016	Petrol	1	crossover	Mitsubishi
6500	2.5	523	1998	Petrol	298	sedan	BMW
4999	1.9	Golf IV	1999	Diesel	300	hatch	Volkswagen
9100	1.5	Scenic	2011	Diesel	176	vagon	Renault
11000	2.2	220	2003	Diesel	319	sedan	Mercedes-Benz
7200	1.6	Golf V	2007	Petrol	159	hatch	Volkswagen
10900	2.2	Vito	2007	Diesel	191	van	Mercedes-Benz
35000	4.2	Phaeton	2011	Gas	74	sedan	Volkswagen
11500	2.4	Galant	2009	Petrol	134	sedan	Mitsubishi
9999	2.2	Vito	2007	Diesel	154	van	Mercedes-Benz
NA	2.5	A8	2001	Diesel	300	sedan	Audi
4400	1.5	Kangoo	2004	Diesel	220	other	Renault
4000	1.6	Carisma	1997	Gas	367	hatch	Mitsubishi
29999	3	A5	2011	Petrol	90	other	Audi
14800	1.6	Caddy	2012	Diesel	65	van	Volkswagen
5500	2.5	Pajero Sport	2014	Diesel	30	crossover	Mitsubishi
39333	2	520	2016	Petrol	6	sedan	BMW
17000	3.8	Pajero Wagon	2006	Petrol	215	crossover	Mitsubishi
20900	2.5	Camry	2013	Other	18	sedan	Toyota
15000	2.2	520	2004	Petrol	137	sedan	BMW
1850	1.6	Golf IV	1999	Petrol	200	other	Volkswagen
6900	1.4	Sandero	2012	Petrol	47	hatch	Renault
11990	2	Passat B6	2007	Diesel	245	sedan	Volkswagen
41000	3	Viano	2011	Diesel	55	van	Mercedes-Benz
42000	2	520	2016	Petrol	5	sedan	BMW
7700	1.5	Kangoo	2012	Diesel	128	van	Renault
7750	1.9	T4 (Transporter)	2002	Diesel	265	van	Volkswagen
10100	1.6	Corolla	2008	Other	83	other	Toyota
7500	1.5	Kangoo	2009	Diesel	128	van	Renault
2700	2.5	525	2002	Petrol	220	sedan	BMW
74900	6.3	CL 63 AMG	2007	Petrol	32	other	Mercedes-Benz
800	1.9	Scenic	1997	Diesel	200	van	Renault
17900	3.8	Pajero Wagon	2008	Gas	89	crossover	Mitsubishi
29000	3	A6 Allroad	2010	Diesel	213	vagon	Audi
17100	3	X5	2004	Diesel	188	crossover	BMW
33500	NA	Touareg	2013	Petrol	98	crossover	Volkswagen
1600	3	E-Class	1991	Diesel	338	sedan	Mercedes-Benz
11777	4.3	S 430	2001	Gas	300	other	Mercedes-Benz
6699	2.2	523	2001	Petrol	299	sedan	BMW
3900	3	530	2001	Diesel	240	vagon	BMW
6500	1.6	Bora	2003	Petrol	212	sedan	Volkswagen
51500	3	535	2012	Petrol	77	hatch	BMW
6500	1.5	Megane	2004	Diesel	186	vagon	Renault
10800	2.2	320	2002	Petrol	191	other	BMW
2450	2.5	A4	2000	Diesel	240	vagon	Audi
NA	2	T5 (Transporter) 	2012	Diesel	207	van	Volkswagen
28800	2.2	Rav 4	2015	Diesel	29	crossover	Toyota
6900	2.5	Touareg	2004	Diesel	258	crossover	Volkswagen
47700	4.7	Land Cruiser 200	2010	Gas	810	crossover	Toyota
12700	1.2	Caddy	2012	Petrol	75	van	Volkswagen
7900	1	Aygo	2011	Gas	56	hatch	Toyota
18000	2	520	2011	Other	180	sedan	BMW
8899	2.2	520	2001	Petrol	170	sedan	BMW
57000	1.6	C-Class	2016	Petrol	0	other	Mercedes-Benz
2100	2.2	210	1995	Diesel	535	sedan	Mercedes-Benz
10900	3	A8	2004	Petrol	199	sedan	Audi
42500	3	Land Cruiser Prado	2012	Diesel	50	crossover	Toyota
51900	3	X6	2012	Diesel	106	crossover	BMW
3300	1.9	Kangoo	2001	Diesel	345	van	Renault
187555	4.7	S 500	2016	Petrol	0	other	Mercedes-Benz
16555	3.5	CLS 350	2006	Gas	159	sedan	Mercedes-Benz
7000	2.2	Vito	2002	Diesel	197	van	Mercedes-Benz
9300	2.6	E-Class	2003	Petrol	342	sedan	Mercedes-Benz
11500	1.8	A4	2007	Petrol	85	sedan	Audi
8000	99.99	ML 320	2000	Gas	314	crossover	Mercedes-Benz
16672.5	1.6	Auris	2016	Petrol	1	hatch	Toyota
37990	3	Touareg	2012	Diesel	140	crossover	Volkswagen
2400	2	C-Class	2001	Petrol	1	sedan	Mercedes-Benz
219900	5.5	G 63 AMG	2013	Petrol	33	crossover	Mercedes-Benz
7150	1.5	Kangoo	2012	Diesel	142	van	Renault
5000	2	Rav 4	2003	Diesel	289	crossover	Toyota
7700	3	E-Class	2007	Diesel	390	sedan	Mercedes-Benz
28500	3.2	ML 320	2008	Diesel	190	crossover	Mercedes-Benz
61000	4.5	Land Cruiser 200	2013	Diesel	100	crossover	Toyota
14700	2	Rav 4	2008	Gas	98	vagon	Toyota
NA	1.6	Auris	2014	Petrol	28	hatch	Toyota
21900	3	Phaeton	2009	Diesel	107	sedan	Volkswagen
53700	3	A6 Allroad	2013	Petrol	67	crossover	Audi
19200	2.5	Touareg	2008	Diesel	155	crossover	Volkswagen
18700	2	A6	2009	Diesel	136	sedan	Audi
9600	2.5	A6	2004	Diesel	230	vagon	Audi
10500	2.5	Multivan	1998	Diesel	312	van	Volkswagen
77777	4.4	750	2014	Petrol	8	sedan	BMW
18200	2.5	Touareg	2007	Diesel	179	crossover	Volkswagen
52000	3	A8	2012	Diesel	124	other	Audi
13700	2	318	2007	Petrol	122	sedan	BMW
15000	3	530	2006	Gas	245	vagon	BMW
6400	1.6	Lancer	2006	Petrol	127	sedan	Mitsubishi
54000	4.5	Land Cruiser 200	2011	Diesel	147	crossover	Toyota
23700	2.5	Camry	2014	Gas	100	sedan	Toyota
13950	1.2	Golf Plus	2012	Petrol	104	hatch	Volkswagen
23200	4	Land Cruiser Prado	2008	Petrol	160	crossover	Toyota
2750	2.5	A6	1999	Diesel	450	sedan	Audi
89999	3	Q7	2015	Diesel	0	crossover	Audi
NA	2	320	2012	Petrol	65	sedan	BMW
21700	3	X5	2007	Petrol	125	crossover	BMW
NA	2.2	V 250	2015	Diesel	12	van	Mercedes-Benz
16500	4.2	Land Cruiser 80	1993	Diesel	328	crossover	Toyota
15000	4.8	X5	2010	Petrol	85	crossover	BMW
61500	3	ML 350	2013	Diesel	16	crossover	Mercedes-Benz
1700	2	320	2003	Diesel	200	sedan	BMW
8500	2.17	520	2001	Petrol	352	sedan	BMW
9999	2.4	Camry	2003	Petrol	250	sedan	Toyota
3300	2.5	A6	1999	Diesel	300	vagon	Audi
19900	2	Passat CC	2012	Petrol	112	other	Volkswagen
11300	1.5	Laguna	2011	Diesel	160	vagon	Renault
14900	3.5	Camry	2008	Gas	149	sedan	Toyota
39000	4.5	Land Cruiser 200	2009	Diesel	88	crossover	Toyota
69900	6	S 500	2010	Petrol	76	sedan	Mercedes-Benz
72900	3	X6	2015	Diesel	16	crossover	BMW
10500	1.5	Megane	2011	Diesel	185	vagon	Renault
NA	5.5	S 550	2011	Petrol	23	sedan	Mercedes-Benz
13900	1.5	Megane	2013	Diesel	89	vagon	Renault
6800	1.5	Kangoo	2013	Diesel	131	van	Renault
8500	2.2	Vito	2004	Diesel	270	van	Mercedes-Benz
7600	2	Caddy	2009	Diesel	158	van	Volkswagen
30950	4.6	Tundra	2013	Petrol	45	other	Toyota
3990	2.6	100	1993	Gas	413	sedan	Audi
68500	6.3	A8	2012	Petrol	44	sedan	Audi
33500	2	A5	2013	Petrol	42	sedan	Audi
11500	4.4	740	2000	Petrol	193	sedan	BMW
24999	4	Land Cruiser Prado	2007	Petrol	153	crossover	Toyota
1850	2.5	A4	1999	Diesel	250	sedan	Audi
29500	2.2	ML 250	2013	Diesel	55	crossover	Mercedes-Benz
57000	4.7	CLS 500	2012	Petrol	43	sedan	Mercedes-Benz
30900	3	A5	2010	Diesel	195	hatch	Audi
7000	2	Rav 4	2000	Petrol	150	crossover	Toyota
8950	1.6	Caddy	2013	Diesel	170	van	Volkswagen
2500	2.5	L 200	2007	Diesel	1	crossover	Mitsubishi
8350	1.5	Megane	2012	Other	141	other	Renault
11400	3	530	2003	Petrol	206	sedan	BMW
6200	NA	Trafic	2001	Diesel	322	van	Renault
2600	2.5	Passat B5	2000	Diesel	280	sedan	Volkswagen
7450	2	C-Class	2000	Petrol	219	sedan	Mercedes-Benz
9499	2.5	A6	2002	Diesel	255	sedan	Audi
14900	2.4	Camry	2008	Petrol	106	sedan	Toyota
8200	2.5	Caravelle	2007	Diesel	265	van	Volkswagen
12500	3.2	S 320	2004	Diesel	208	sedan	Mercedes-Benz
14500	2.4	Camry	2008	Gas	127	sedan	Toyota
41000	3	X6	2012	Petrol	80	crossover	BMW
12000	1.6	Polo	2011	Gas	73	sedan	Volkswagen
5600	2.7	E-Class	2005	Diesel	230	sedan	Mercedes-Benz
5200	3.2	CLK 320	2004	Petrol	220	other	Mercedes-Benz
2999	NA	530	2000	Diesel	299	sedan	BMW
9200	1.5	Lancer X	2008	Petrol	48	sedan	Mitsubishi
25999	4	Land Cruiser Prado	2008	Petrol	108	other	Toyota
6300	2.8	328	1995	Gas	241	sedan	BMW
116500	3	S 350	2015	Diesel	25	sedan	Mercedes-Benz
15500	2	320	2008	Diesel	216	sedan	BMW
17500	4	Land Cruiser Prado	2004	Gas	168	crossover	Toyota
9999	1.6	Jetta	2006	Petrol	182	sedan	Volkswagen
NA	2.5	Camry	2015	Petrol	15	sedan	Toyota
34600	5	X5 M	2011	Petrol	163	crossover	BMW
1185.6	2	25	1987	Petrol	160	hatch	Renault
20500	5.5	S 500	2006	Petrol	222	sedan	Mercedes-Benz
10900	2	Trafic	2012	Diesel	138	van	Renault
7800	1.6	Golf V	2004	Petrol	230	hatch	Volkswagen
3900	2.5	A6	2003	Diesel	232	vagon	Audi
15500	2	Rav 4	2008	Petrol	120	crossover	Toyota
48000	3	Q7	2013	Diesel	126	crossover	Audi
12800	2.2	Vito	2011	Other	193	van	Mercedes-Benz
14900	4.7	Land Cruiser 100	2000	Gas	288	crossover	Toyota
1990	1.7	A 170	2001	Other	230	hatch	Mercedes-Benz
9800	2	Lancer X	2008	Gas	148	sedan	Mitsubishi
2200	2.4	324	1988	Diesel	460	sedan	BMW
8700	2.7	E-Class	1999	Diesel	290	sedan	Mercedes-Benz
3450	1.9	Kangoo	2001	Diesel	196	van	Renault
22000	2.2	Sprinter 313	2012	Diesel	236	van	Mercedes-Benz
6500	2	E-Class	1996	Petrol	315	other	Mercedes-Benz
